102110405,1021104,Mubuga 
102110406,1021104,Munini 
102110501,1021105,Akamusare 
102110502,1021105,Akimana 
102110503,1021105,Gasharu 
102110504,1021105,Jurwe 
102110505,1021105,Karambo 
102110506,1021105,Kigabiro 
102110507,1021105,Ruseno 
102110601,1021106,Kacyinyaga 
102110602,1021106,Kamahoro 
102110603,1021106,Munini 
102110604,1021106,Nyakagezi 
102110605,1021106,Ruhangare 
102110606,1021106,Ruhogo 
102120101,1021201,Kanani 
102120102,1021201,Kidahe 
102120103,1021201,Kigabiro 
102120104,1021201,Nyamurambi 
102120105,1021201,Nyarubuye 
102120106,1021201,Nyura 
102120201,1021202,Gatagara 
102120202,1021202,Kagarama 
102120203,1021202,Nyabitare 
102120204,1021202,Nyakabungo 
102120205,1021202,Nyarubande 
102120206,1021202,Uruhetse 
102120301,1021203,Agacyamo 
102120302,1021203,Gashinya 
102120303,1021203,Gikombe 
102120304,1021203,Kazi 
102120305,1021203,Kigufi 
102120306,1021203,Nyirakibehe 
102120307,1021203,Uruhahiro 
102120401,1021204,Agasharu 
102120402,1021204,Amataba 
102120403,1021204,Burungero 
102120404,1021204,Karama 
102120405,1021204,Nyange 
102120406,1021204,Rebero 
102120407,1021204,Uruyange 
102120501,1021205,Gatobotobo 
102120502,1021205,Kibungo 
102120503,1021205,Musezero 
102120504,1021205,Nyaburoro 
102120505,1021205,Taba 
102120601,1021206,Bikumba 
102120602,1021206,Gakizi 
102120603,1021206,Gatare 
102120604,1021206,Kamuyange 
102120605,1021206,Kigarama 
102120606,1021206,Ngara 
102120701,1021207,Akazi 
102120702,1021207,Kaduha 
102120703,1021207,Kamuhoza 
102120704,1021207,Mirambi 
102120705,1021207,Munini 
102120706,1021207,Ndanyoye 
102120707,1021207,Nyamigina 
102120708,1021207,Rugarama 
102130101,1021301,Amarembo I 
102130102,1021301,Amarembo Il 
102130103,1021301,Gihogere 
102130104,1021301,Kagara 
102130105,1021301,Kinunga 
102130106,1021301,Nyabisindu 
102130107,1021301,Rugarama 
102130201,1021302,Gishushu 
102130202,1021302,Juru 
102130203,1021302,Kamahwa 
102130204,1021302,Kangondo I 
102130205,1021302,Kangondo Ii 
102130206,1021302,Kibiraro I 
102130207,1021302,Kibiraro Ii 
102130301,1021303,Agashyitsi 
